AcademicYearKey,AcademicYearSort,YearBreakdown,GeographyKey,SchoolTypeKey,EducationPhase,NumSchools,Enrolments,SessionsPossible,OverallAbsenceSessions,AuthorisedAbsenceSessions,UnauthorisedAbsenceSessions,OverallAbsenceRateSource,AuthorisedAbsenceRateSource,UnauthorisedAbsenceRateSource,AttendanceRateSource,PersistentAbsentees,PersistentAbsenceRateSource,SevereAbsentees,SevereAbsenceRateSource,IllnessAbsenceRateSource,AppointmentsAbsenceRateSource,UnauthorisedHolidayAbsenceRateSource
2010/11,2010,Five half terms,LA|E06000016,Special,Special,7,625,184964,23953,19196,4757,0.1295009,0.1037824,0.0257185,0.8704991,242,0.3872,34,0.054400000000000004,0.06219048031,0.00973702991,0.0016651889
2013/14,2013,Six half terms,LA|E08000036,State-funded secondary,State-funded secondary,18,18237,6435687,364245,275836,88409,0.0565977,0.0428604,0.0137373,0.9434023,2869,0.1573175,140,0.0076767,0.03262604288,0.00372998252,0.00293286482
2013/14,2013,Six half terms,LA|E06000010,Special,Special,6,482,164860,14472,12123,2349,0.08778359999999999,0.0735351,0.014248499999999999,0.9122164,143,0.2966805,11,0.0228216,0.0469185976,0.01116705083,0.00167414776
2013/14,2013,Six half terms,LA|E06000010,State-funded secondary,State-funded secondary,15,12194,4216227,246797,153515,93282,0.058535000000000004,0.0364105,0.022124500000000002,0.941465,2097,0.1719698,155,0.0127112,0.027243552110000003,0.00392270151,0.00245432706
2013/14,2013,Six half terms,LA|E06000011,Special,Special,3,164,59344,3651,3086,565,0.061522600000000004,0.052001900000000004,0.009520800000000001,0.9384774,26,0.1585366,1,0.0060976,0.03766176867,0.00963871664,0.00043812348
2013/14,2013,Six half terms,LA|E06000011,Total,Total,147,39762,14163540,581585,480066,101519,0.0410621,0.0338945,0.0071676,0.9589379,3548,0.0892309,185,0.0046527,0.02600910507,0.00352983788,0.0027495950899999997
2013/14,2013,Six half terms,LA|E06000014,Total,Total,63,20321,7244685,287913,226258,61655,0.0397413,0.0312309,0.0085104,0.9602587,1744,0.0858225,72,0.0035431,0.02374168097,0.00325811267,0.0027846621399999997
2017/18,2017,Six half terms,LA|E08000008,State-funded primary,State-funded primary,76,18400,6686353,274547,181541,93006,0.0410608,0.027151,0.013909800000000002,0.9589392,1582,0.08597830000000001,35,0.0019022,0.022204182160000002,0.00205508145,0.00555220462
2017/18,2017,Six half terms,LA|E08000010,Special,Special,6,579,206246,23263,16421,6842,0.11279249999999999,0.0796185,0.033174,0.8872075,175,0.3022453,33,0.056994800000000005,0.04412206782,0.00980867508,0.00379158869
2017/18,2017,Six half terms,LA|E08000010,State-funded primary,State-funded primary,101,23286,8558906,359833,253713,106120,0.04204189999999999,0.029643199999999998,0.012398800000000001,0.9579581,1966,0.0844284,59,0.0025337,0.02417832373,0.00244049882,0.00660575078
2017/18,2017,Six half terms,LA|E06000006,State-funded secondary,State-funded secondary,8,7760,2625052,160616,91844,68772,0.0611858,0.0349875,0.026198299999999997,0.9388142,1258,0.1621134,98,0.0126289,0.02675223196,0.00262470991,0.00299841679
2017/18,2017,Six half terms,LA|E06000006,Total,Total,61,17114,6057689,319621,205647,113974,0.0527629,0.0339481,0.0188148,0.9472370999999999,2288,0.1336917,126,0.0073624,0.026977284570000003,0.00244548705,0.00376546237
2017/18,2017,Six half terms,LA|E06000049,State-funded primary,State-funded primary,124,26053,9459299,369512,288487,81025,0.0390634,0.030497700000000003,0.0085656,0.9609366,1951,0.0748858,86,0.003301,0.024056750930000002,0.0023861176200000002,0.00446026709
2017/18,2017,Six half terms,LA|E06000050,Special,Special,10,768,262132,26008,17713,8295,0.0992172,0.0675728,0.031644399999999996,0.9007828,224,0.2916667,26,0.0338542,0.04245570934,0.01281796957,0.00195702928
2017/18,2017,Six half terms,LA|E08000018,State-funded secondary,State-funded secondary,16,16792,5806550,329100,189659,139441,0.0566774,0.0326629,0.0240144,0.9433226,2477,0.1475107,289,0.0172106,0.02397843814,0.00218649628,0.0059243440599999996
2017/18,2017,Six half terms,LA|E10000020,State-funded primary,State-funded primary,353,57430,20246114,878503,636171,242332,0.043391200000000005,0.031421899999999996,0.0119693,0.9566088,5041,0.0877764,199,0.0034651,0.00787746231,0.0007247810600000001,0.00196724171
2017/18,2017,Six half terms,LA|E10000020,Total,Total,421,101433,34676787,1755829,1258104,497725,0.0506341,0.0362809,0.0143533,0.9493659,12140,0.1196849,863,0.0085081,0.01780983919,0.00204710431,0.0023652422
